timestamp,prediction,prob_tumor,prob_normal,feedback
1763941870.9780157,normal,0.0031950685661286116,0.99680495262146,correct
1763943317.3084273,normal,0.004375709220767021,0.9956243634223938,correct
1763943661.5993793,tumor,0.9982398748397827,0.001760155544616282,correct
1763943695.41503,normal,0.004095733631402254,0.995904266834259,correct
